image_id,image_path,official_split,image_width,image_height,image_channels,ma_mask_path,he_mask_path,ex_mask_path,se_mask_path,optic_disc_mask_path,ma_mask_present,he_mask_present,ex_mask_present,se_mask_present,optic_disc_mask_present,ma_foreground_pixels,he_foreground_pixels,ex_foreground_pixels,se_foreground_pixels,optic_disc_foreground_pixels
IDRiD_11,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_11.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_11_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_11_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_11_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_11_OD.tif,1,1,1,0,1,21345,56797,291123,0,203119
IDRiD_12,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_12.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_12_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_12_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_12_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_12_OD.tif,1,1,1,0,1,3952,26843,6626,0,337365
IDRiD_13,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_13.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_13_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_13_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_13_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_13_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_13_OD.tif,1,1,1,1,1,34267,37412,214397,71243,216047
IDRiD_14,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_14.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_14_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_14_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_14_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_14_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_14_OD.tif,1,1,1,1,1,25362,62616,165659,10855,226387
IDRiD_15,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_15.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_15_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_15_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_15_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_15_OD.tif,1,1,1,0,1,2042,3215,42697,0,280146
IDRiD_16,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_16.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_16_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_16_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_16_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_16_OD.tif,1,1,1,0,1,3872,18663,115804,0,291732
IDRiD_17,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_17.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_17_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_17_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_17_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_17_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_17_OD.tif,1,1,1,1,1,14207,1821322,201316,48111,202624
IDRiD_18,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_18.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_18_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_18_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_18_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_18_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_18_OD.tif,1,1,1,1,1,24706,89854,106281,40970,229440
IDRiD_19,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_19.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_19_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_19_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_19_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_19_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_19_OD.tif,1,1,1,1,1,6092,62604,17431,81903,222880
IDRiD_20,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_20.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_20_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_20_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_20_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_20_OD.tif,1,1,1,0,1,26027,66672,183732,0,268686
IDRiD_21,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_21.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_21_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_21_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_21_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_21_OD.tif,1,1,1,0,1,21573,102308,192428,0,262202
IDRiD_22,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_22.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_22_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_22_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_22_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_22_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_22_OD.tif,1,1,1,1,1,10367,254991,94020,108091,184811
IDRiD_23,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_23.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_23_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_23_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_23_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_23_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_23_OD.tif,1,1,1,1,1,4531,111482,14812,59663,225739
IDRiD_24,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_24.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_24_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_24_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_24_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_24_OD.tif,1,1,1,0,1,1354,27085,8245,0,210359
IDRiD_25,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_25.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_25_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_25_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_25_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_25_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_25_OD.tif,1,1,1,1,1,23423,332458,616742,23030,193571
IDRiD_26,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_26.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_26_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_26_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_26_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_26_OD.tif,1,1,1,0,1,19627,104527,2506,0,241553
IDRiD_27,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_27.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_27_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_27_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_27_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_27_OD.tif,1,1,1,0,1,25746,65344,69734,0,199568
IDRiD_28,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_28.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_28_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_28_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_28_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_28_OD.tif,1,1,1,0,1,4805,32395,4725,0,222601
IDRiD_29,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_29.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_29_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_29_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_29_EX.tif,NA,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_29_OD.tif,1,1,1,0,1,4525,2149,2343,0,238406
IDRiD_30,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\1. Original Images\a. Training Set\IDRiD_30.jpg,TRAIN,4288,2848,3,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\1. Microaneurysms\IDRiD_30_MA.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\2. Haemorrhages\IDRiD_30_HE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\3. Hard Exudates\IDRiD_30_EX.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\4. Soft Exudates\IDRiD_30_SE.tif,D:\SIH_Dataset\IDRID\A. Segmentation\A. Segmentation\2. All Segmentation Groundtruths\a. Training Set\5. Optic Disc\IDRiD_30_OD.tif,1,1,1,1,1,7308,53438,22501,14627,192456
